doc_id,board,title,tokens
670630,stock,[情報] 113/11/12 八大公股銀行買賣超排行,"113,11,12,八大,公股,銀行,買賣,超,排行"
116739,Baseball,[新聞] 引誘球太多非好事 容易消耗投手球威,"引誘,球,太多,非,好事,容易,消耗,投手,球威"
26225,Baseball,[新聞] 悍將凍結獅隊封王燈號m4 魔力藍第4勝,"悍將,凍結,獅隊,封王,燈號,m4,魔力,藍,第,4,勝"
777735,stock,[新聞] panasonic 傳退出半導體事業 賣給台灣新,"panasonic,傳,退出,半導體,事業,賣給,台灣,新"
288500,c_chat,[閒聊] 葛木老師帶caster強化，能單刷無限城嗎,"葛木,老師,帶,caster,強化,能,單刷,無限,城"
256894,c_chat,[閒聊] 夜帷有i 應該更適合佛傑家吧,"夜,帷,有,i,應該,更,適合,佛傑,家"
234145,Boy-Girl,[公告] crazym 水桶公告,"crazym,水桶,公告"
146316,Baseball,[討論] 難道只有我覺得大聯盟計時器時間太短嗎？,"難道,我,覺得,大聯盟,計時器,時間,太,短"
772408,stock,[請益]  00672l 油正二這樣算出老千嗎？,"00672,l,油正二,這樣,算出,老千"
107473,Baseball,[分享] 數據三冠王 中日馬丁尼茲證明央聯最強,"數據,三冠王,中日,馬丁尼茲,證明,央聯,最"
709715,stock,[新聞] 英減稅計畫 美財政部藉imf施壓特拉斯政府,"英,減稅,計畫,美,財政部,藉,imf,施壓,特拉,斯,政府"
776809,stock,[新聞] 半導體市值今年增4.15兆元 台積電貢獻最大,"半導體,市值,今年,增,4.15,兆元,台積電,貢獻,最,大"
571998,Military,[新聞] ffg(x)中獎名單,"ffg,x,中獎,名單"
91161,Baseball,[問題] 昨天澄清湖外野未開放的原因？,"昨天,澄清湖,外野,未,開放,原因"
619319,pc_shopping,[請益] 監視器主機 群達vs昇銳,"監視器,主機,群達,vs,昇,銳"
442537,hatepolitics,[討論] 實質影響力說的完全勝利,"實質,影響力,說,完全,勝利"
33326,Baseball,[情報] 今日 aaron judge,"今日,aaron,judge"
31244,Baseball,[新聞] 「台灣隊長」聊台語失言遭炎上　陳傑憲社,"台灣,隊長,聊,台語,失言,遭炎,上,陳傑憲,社"
98246,Baseball,[新聞] 大谷翔平翻譯水原一平涉賭 道奇證實開,"大谷翔平,翻譯,水原,一平,涉賭,道奇,證實"
229338,Boy-Girl,[心情] 十年的感情究竟暗藏什麼..,"十年,感情,究竟,暗藏,什麼"
244067,c_chat,[公主] 貼貼鏡華（泳裝）。,"貼貼,鏡華,泳裝"
530039,Lifeismoney,[情報] hola點數到期,"hola,點數,到期"
631405,pc_shopping,[情報] intel cc150 8c16t 客製版 i7效能i5功耗,"intel,cc150,8,c16t,客製,版,i7,效能,i5,功耗"
27824,Baseball,[分享] 20年前的今天，達比修有 初登板,"20,年前,今天,達比修有,初登板"
588651,pc_shopping,[開箱] antec c5 argb,"antec,c5,argb"
208524,Boy-Girl,[心情] 是不是被發好人卡,"是,不,是,發,好人卡"
750951,stock,[新聞] 快訊／蘇貞昌、陳時中確定帶頭施打az疫苗,"快訊,蘇貞昌,陳,時,中,確定,帶頭,施打,az,疫苗"
681597,stock,[情報] 2916 滿心公告訂定113年現金增資普通股,"2916,滿心,公告,訂定,113,年,現金,增資,普通股"
735542,stock,[新聞] 台塑生醫再申讓聯亞藥1819張股票 持股降至9.4%,"台塑,生醫,再,申讓,聯亞,藥,1819,張,股票,持股,降至,9.4"
571552,Military,[情報] uss ddg-121 frank e. petersen jr,"uss,ddg,121,frank,e,petersen,jr"
440018,hatepolitics,[討論] 徐國勇不是健康因素請辭內政部長嗎？,"徐國勇,不,是,健康,因素,請辭,內政部長"
231233,Boy-Girl,[心情] 報復的感覺,"報復,感覺"
471154,Lifeismoney,[情報] 7-11 open點數2023點數今天到期,"7,11,open,點數,2023,點數,今天,到期"
618032,pc_shopping,[菜單] 25k 內顯工作機,"25,k,內,顯,工作,機"
291816,c_chat,[母雞] 睦：祥，好甜,"睦,祥,好甜"
848939,Tech_Job,[請益] offer選擇,"offer,選擇"
6814,Baseball,[新聞] 中職／波賽樂對不到兄弟了…猿隊教頭解,"中職,波賽樂,不到,兄弟,猿隊,教頭,解"
795830,Tech_Job,[討論] 今天放假的公司多嗎?,"今天,放假,公司,多"
845149,Tech_Job,[請益] 畢業經歷規畫,"畢業,經歷,規畫"
167414,Baseball,[討論] 永田颯太郎先日職選秀這步蠻聰明的吧,"永田,太郎,先,日職,選秀,這,步,蠻,聰明"
732202,stock,[新聞] 長榮營收歷史新高!外資重申買進目標價185,"長榮,營收,歷史,新高,外資,重申,買進,目標價,185"
443263,hatepolitics,[新聞] 華郵：美擴大關稅談判範圍　促台追加國,"華郵,美,擴大,關稅,談判,範圍,促台,追加"
356893,c_chat,[情報] 2.5次元的誘惑 周邊新圖,"2.5,次,元,誘惑,周邊,新,圖"
291481,c_chat,[閒聊] 把自己國家的守護神送給別國 很蠢對吧?,"自己,國家,守護神,送給,別國,很蠢"
163032,Baseball,[live]2022爆米花棒球聯盟 11/22賽程（網路直播,"2022,爆米花,棒球,聯盟,11,22,賽程,網路,直播"
225844,Boy-Girl,[心情] 回到原點的關係?,"回到,原點,關係"
800746,Tech_Job,[新聞] 10年男友進台積電後性格丕變 她攬全部,"10,年,男友,台積電,後,性格,丕變,她,攬,全部"
353059,c_chat,[閒聊] 我的睦滋米漿怎麼那麼可愛,"我,睦滋,米漿,怎麼,那麼,可愛"
107175,Baseball,[新聞] 亞錦賽／加藤三範讚嘆大巨蛋 將帶著感激,"亞錦賽,加藤,三,範,讚嘆,大巨蛋,將,帶著,感激"
97251,Baseball,[炸裂] mike trout,"mike,trout"
398501,c_chat,[原神] 還有像原神這種遊戲機制設定很多卻不好,"還,有,像,原神,這種,遊戲,機制,設定,很多,卻,不好"
101414,Baseball,[情報] 金河成確定重返游擊防區、xb去二壘,"金河,成,確定,重返,游擊,防區,xb,去,二壘"
376535,c_chat,[閒聊] 超超超喜歡你100女友 動畫好有愛,"超超,超,喜歡,你,100,女友,動畫,好,有,愛"
360779,c_chat,[問題] 有進化後反而能力下降的寶可夢嗎？,"有,進化,後,能力,下降,寶,可,夢"
633195,pc_shopping,[公告] 有關 [閒聊] 本板業代猖狂，圖多注意(回覆：各家x570測試,"有關,本板,業代,猖狂,多,注意,回覆,各家,x570,測試"
277480,c_chat,[原神] 看女角會很在意有沒有乳溝嗎？,"看,女角,在意,有沒有,乳溝"
846522,Tech_Job,[請益] 新鮮人工作方向請益,"新鮮人,工作,方向,請益"
45561,Baseball,[新聞] 中華隊晉級經典賽形勢岌岌可危　球迷轟,"中華隊,晉級,經典賽,形勢,岌岌可危,球迷,轟"
765340,stock,[請益] 什麼是【瓶蓋股】,"什麼,是,瓶蓋,股"
481866,Lifeismoney,[情報] line points1點,"line,points1,點"
562414,Military,[提問] 中國打台灣時 必定會攻擊美日嗎？,"中國,打,台灣,必定,攻擊,美日"
130889,Baseball,[討論] 選秀林立放槍這件事還能被拿出來講多久,"選秀,林立,放槍,這件,事,還,能,拿出來,多久"
397041,c_chat,[蔚藍] 莉央跳跳箱,"莉,央,跳跳,箱"
82627,Baseball,[討論] 富邦這次帶部長回家需要花到一個億嗎？,"富邦,這次,帶,部長,回家,需要,花到,一個,億"
578999,pc_shopping,[情報] 技嘉雕妹公仔盲盒  ce601 aorus  大機殼,"技嘉,雕妹,公仔,盲盒,ce601,aorus,大,機殼"
307531,c_chat,[討論] 楓谷artale又出事啦！gm嗆玩家：不玩滾,"楓,谷,artale,又,出事,gm,嗆,玩家,不,玩,滾"
659319,stock,[心得] 美債20年下跌空間恐怕跌破眼鏡大家眼鏡,"美債,20,年,下跌,空間,恐怕,跌破,眼鏡,大家,眼鏡"
648707,pc_shopping,[感想] 有關監視器用的電腦一些想法,"有關,監視器,電腦,一些,想法"
379319,c_chat,[母雞] 祥子傷心總是難免的吧,"祥子,傷心,總是,難免"
605540,pc_shopping,[情報] nv的dlss支援超過200款，amd剛追到半山腰,"nv,dlss,支援,超過,200,款,amd,剛,追到,半山腰"
201642,Boy-Girl,[討論] 都是為我好,"都,是,我,好"
738947,stock,[請益] 面板三貓今天漲到爆的原因,"面板,三貓,今天,漲到,爆,原因"
72933,Baseball,[分享] mlb迄今30隊場均排行,"mlb,迄今,30,隊場,均,排行"
48050,Baseball,[分享] 台南球場休賽期間的整修,"台南,球場,休賽,期間,整修"
693528,stock,[新聞] 台中市查到「國產未來蛋」　盧秀燕：市場,"台中市,查到,國產,未來,蛋,盧秀燕,市場"
239070,Boy-Girl,[心情] 不適合愛人,"不,適合,愛人"
810788,Tech_Job,半導體戰記【劇本七】(上),"半導體,戰記,劇本,七,上"
303557,c_chat,[討論] 線上遊戲界最讓人知道的女角?,"線上,遊戲界,最,讓,人,知道,女角"
83667,Baseball,[討論] 大家會選擇當職棒裁判的工作嗎？,"大家,選擇,職棒,裁判,工作"
244203,c_chat,[閒聊] 香港邦粉原地畢業,"香港,邦,粉,原地,畢業"
105907,Baseball,[討論] 大巨蛋舉辦2025mlb海外賽機會大!?,"大巨蛋,舉辦,2025,mlb,海外賽,機會,大"
398710,c_chat,[死神] 萬物貫通到底???,"萬物,貫通,到底"
291588,c_chat,[百合] 你姬最強陰角辣妹3 8/18震撼全球 ！已發,"你,姬,最,強,陰角,辣妹,3,8,18,震撼,全球,已,發"
475560,Lifeismoney,[情報] line禮物  711滿45折10,"line,禮物,711,滿,45,折,10"
666706,stock,[新聞] 焦點股／8天飆逾50%！力積電今翻臉觸跌,"焦點,股,8,天飆,逾,50,力積,電,今,翻臉,觸跌"
382673,c_chat,[阿北] 中二小祥有編劇的才能嗎?,"中二,小祥,有,編劇,才能"
170555,Baseball,[情報] 詹子賢 再見安打,"詹子賢,再見,安打"
388281,c_chat,[問題] 黑白妹能關閉對話框嗎？,"黑白,妹能,關閉,對話,框"
372646,c_chat,[討論] 有沒有變成蘿莉的大叔 ？,"有沒有,變成,蘿莉,大叔"
219742,Boy-Girl,[心情] 十年情。分手為什麼不做朋友,"十年,情,分手,為什麼,不,做,朋友"
702873,stock,[新聞] 大摩喊台積電 目標價700元,"大摩,喊,台積電,目標價,700,元"
280056,c_chat,[絕區] 柚葉和愛麗絲貼貼,"柚葉,愛麗絲,貼貼"
736061,stock,[情報] 台光電h1:6.65,"台,光電,h1,6.65"
716896,stock,[情報] 111年05月23日信用交易統計,"111,年,05,月,23,日,信用,交易,統計"
679658,stock,[新聞] 德韓共同目標 擺脫中國依賴,"德,韓,共同,目標,擺脫,中國,依賴"
74870,Baseball,[炸裂] 吳念庭,吳念庭
638863,pc_shopping,[菜單] 20k 遊戲機,"20,k,遊戲機"
665965,stock,[情報] 114年02月14日 三大法人買賣金額統計表,"114,年,02,月,14,日,三大,法人,買賣,金額,統計表"
179451,Baseball,[情報] 今日gerrit cole/luis castillo,"今日,gerrit,cole,luis,castillo"
560225,Military,[新聞] 南韓空軍kf-16戰隊赴澳軍演 將首次單獨,"南韓,空軍,kf,16,戰隊,赴澳,軍演,將,首次,單獨"
764705,stock,[標的] 台積電 2330 多,"台積電,2330,多"
256809,c_chat,[pm] za 天梯a級 巨金怪自爆流心得,"za,天梯,a,級,巨金,怪自,爆流,心得"
171339,Baseball,[新聞] 力邀2台裔大聯盟球星參加經典賽 費爾柴德,"力邀,2,台裔,大聯盟,球星,參加,經典賽,費爾,柴德"
484839,Lifeismoney,[情報] moroccanoil 摩洛哥優油100ml  $764,"moroccanoil,摩洛哥,優油,100,ml,764"
398006,c_chat,[閒聊] 碧藍航線 幻想號 asmr  0元下載,"碧藍,航線,幻想,號,asmr,0,元,下載"
283171,c_chat,[蔚藍] エリ的帽子　劇情疑問,"エ,リ,帽子,劇情,疑問"
671231,stock,[情報] 1730 花仙子 113年第3季合併財務報告,"1730,花,仙子,113,年,第,3,季,合併,財務,報告"
721737,stock,[新聞] 外資降7半導體目標價 台積電下調至855元,"外資,降,7,半導體,目標價,台積電,下,調至,855,元"
584147,pc_shopping,[閒聊] 某屋清關預售5090已賣完,"某,屋,清關,預售,5090,已,賣完"
230367,Boy-Girl,[求助] 我到底該不該繼續約下去....?,"我,到底,該不該,繼續,約,下去"
718016,stock,[新聞] 美fed升息聲明變化,"美,fed,升息,聲明,變化"
340150,c_chat,[青豬] 理央哪裡不如上里？,"理央,哪裡,上里"
805801,Tech_Job,[討論] 台積電最大敵人美國政府?,"台積電,最,大,敵人,美國,政府"
813862,Tech_Job,[請益] 猛男科技,"猛男,科技"
58655,Baseball,[live] 2024世界12強 墨西哥 vs 荷蘭 a組預賽#12,"2024,世界,12,強,墨西哥,vs,荷蘭,a,組,預賽,12"
240279,c_chat,[閒聊] 出大事 原田勝弘《鐵拳》離職,"出,大事,原田,勝,弘,鐵拳,離職"
33659,Baseball,[情報] cpbl 5/13球員異動,"cpbl,5,13,球員,異動"
844337,Tech_Job,[討論] 請問4334輪班制,"請問,4334,輪班制"
330891,c_chat,[25春] 狩獵史萊姆三百年 s2 05 上學,"狩獵,史萊姆,三百年,s2,05,上學"
420771,hatepolitics,[討論] 所以記者到底是不是國蔥養的啊？,"記者,到底,是,不,是,國,蔥養"
280856,c_chat,[閒聊] 有作品是被動畫毀掉的嗎？,"有,作品,是,動畫,毀掉"
69403,Baseball,[新聞] u18亞青／陳睦衡休息3天再上場　台灣教頭,"u18,亞青,陳睦衡,休息,3,天,再,上場,台灣,教頭"
221295,Boy-Girl,[求助] 請問我下一步該怎麼做???????,"請問,我,下一步,該,怎麼,做"
594874,pc_shopping,[情報] 鬼屋 acer xv272u rv $7188,"鬼屋,acer,xv272u,rv,7188"
752940,stock,[標的] 群創 多更多,"群創,多,更多"
330078,c_chat,[鳴潮] 關於卡提雙型態,"關於,卡提,型態"
223023,Boy-Girl,[求助] 女朋友這樣的問題跟回答代表什麼?,"女朋友,這樣,問題,回答,代表,什麼"
687421,stock,[新聞] 台積電救世主到！熊本出現「小台灣」　日,"台積電,救世主,到,熊本,出現,小,台灣,日"
523610,Lifeismoney,[情報] 下載dickies taiwan app 領折價卷$300,"下載,dickies,taiwan,app,折價,卷,300"
414970,hatepolitics,[討論] 為什麼台中非自然死亡這麼多？,"為什麼,台中,非,自然,死亡,這麼多"
674222,stock,[情報] 2883開發金8月自結0.11 累計1.57,"2883,開發金,8,月,結,0.11,累計,1.57"
481266,Lifeismoney,[情報] 01/14「高雄」捐血送全聯禮券500,"01,14,高雄,捐血,送全,禮券,500"
149811,Baseball,[新聞] 古巴今晚戰澳洲!運彩最高賠率飆到22倍 這,"古巴,今晚,澳洲,運彩,最,高,賠率,飆到,22,倍"
277856,c_chat,[閒聊] 喜歡遊戲把真結局藏在最高難度裡嗎？,"喜歡,遊戲,真,結局,藏,最,高難度,裡"
146413,Baseball,[問題] 促請裁決不能挑戰是今年中職新戰點嗎？,"促請,裁決,不能,挑戰,是,今年,中職新,戰點"
258716,c_chat,[閒聊] 為什麼王者天下動畫會越做越好啊?,"為什麼,王者,天下,動畫,會,越,做,越,好"
781340,stock,[新聞] 空服罷工衝擊 長榮航q2將認列逾8億元,"空服,罷工,衝擊,長榮航,q2,將,認列,逾,8,億元"
588780,pc_shopping,[情報] 聯力中國推a3-matx 類ap201簡約好看$1.8k,"聯力,中國,推,a3,matx,類,ap201,簡約,好看,1.8,k"
565297,Military,[討論] 俄烏戰爭第三天的啟示,"俄烏,戰爭,第三天,啟示"
275614,c_chat,[40k]  作文題目 我爸爸是帝皇要怎麼寫？,"作文,題目,我,爸爸,是,帝,皇,要,怎麼"
783463,stock,[新聞] 快訊-川普停止印度發展中國家普惠制待遇,"快訊,川普,停止,印度,發展,中國,家,普惠,制,待遇"
613125,pc_shopping,[菜單] 40k-45k遊戲/實況/看4k影片,"40,k,45,k,遊戲,實況,看,4,k,影片"
449365,hatepolitics,[討論] 台北這次藍委就李彥秀跟賴士葆相對好？,"台北,這次,藍委,就,李彥秀,賴士葆,相對,好"
612021,pc_shopping,[請益] 請問這台破電腦還能插記憶體嗎,"請問,這,台,破,電腦,還,能,插,記憶體"
418921,hatepolitics,[討論] 藍白兩黨就是可悲在這裡 中共介選是新聞?,"藍白,兩黨,就是,可悲,這裡,中共,介選,是,新聞"
379698,c_chat,[bgd] 爽世對睦有生氣的反應和立場很合理吧？,"爽,世,睦,有,生氣,反應,立場,合理"
230057,Boy-Girl,[求助] 困在裡面走不出來,"困在,裡面,走,不,出來"
145051,Baseball,[新聞] 天使總管滿意牛棚,"天使,總管,滿意,牛棚"
534413,Lifeismoney,[情報] prof.tk化妝水六入組特價,"prof,tk,化妝水,六,入組,特價"
517615,Lifeismoney,[情報]古拉爵優惠券,"古拉爵,優惠券"
95325,Baseball,[討論] 伍祐城的首勝球 被葉保弟拋給球迷,"伍,城,首勝球,葉保弟,拋給,球迷"
792658,Tech_Job,[新聞] 看到短裙女就會興奮！新北工程師凍抹條,"看到,短裙,女,就,會,興奮,新北,工程師,凍抹條"
49405,Baseball,[新聞] 新星張峻瑋暖心返鄉 回饋母校卑南國中,"新星,張峻瑋,暖心,返鄉,回饋,母校,卑南,國中"
114975,Baseball,[問題] 今年年初經典賽投手徵召？,"今年,年初,經典賽,投手,徵召"
160265,Baseball,[新聞] 味全龍布局「雙本土首席」高須洋介接手打,"味全龍,布局,本土,首席,高須,洋介,接手,打"
658067,stock,[情報] 0609 上市櫃股票週轉率排行,"0609,上市櫃,股票,週轉率,排行"
167753,Baseball,[live] (mlb) cle @ nyy 2022美聯分區系列戰 g5,"mlb,cle,nyy,2022,美聯,分區,系列戰,g5"
830729,Tech_Job,[討論] 台灣有那些科技樹???,"台灣,有,那些,科技"
713681,stock,[請益] 網紅吸金代操的合法性,"網紅吸金,代操,合法性"
442786,hatepolitics,[討論] 別再拿蔡英文上任一年跟賴清德比,"別,再,拿,蔡英文,上任,一年,賴清德"
625523,pc_shopping,[菜單] 70k內 專門剪片,"70,k,內,專門,剪片"
66613,Baseball,[情報] npb 9/24 預告先發,"npb,9,24,預告,先發"
403577,hatepolitics,[討論] 藍白可以不要死要面子了嗎？,"藍白,不要,死要面子"
400276,c_chat,[奶子] 西國頂尖間諜今日恐命喪於此,"西國,頂尖,間諜,今日,恐,命喪,於此"
624977,pc_shopping,[菜單] 13k文書影音機,"13,k,文書,影音,機"
490910,Lifeismoney,[情報] 鮮芋仙 外帶外送優惠 -7/15,"鮮芋仙,外帶,外送,優惠,7,15"
554955,Military,[新聞] 戰術行軍磨練召員意志　熟稔作戰環境,"戰術,行軍,磨練,召員,意志,熟稔,作戰,環境"
263736,c_chat,[閒聊] 本月的kirara 有交尾,"本月,kirara,有,交尾"
580242,pc_shopping,[菜單] 54k遊戲機(修改),"54,k,遊戲機,修改"
12038,Baseball,[分享] mlb排名,"mlb,排名"
713473,stock,[新聞] 避免淨值危機 潤泰雙雄：q2投資性不動產,"避免,淨值,危機,潤泰,雙雄,q2,投資性,不動產"
755888,stock,[其他] 元大金控公告109年12月份自結合併損益,"元大金控,公告,109,年,12,月份,結合併,損益"
120116,Baseball,[新聞] 人生邁入「3」字頭　王柏融祝自己生日,"人生,邁入,3,字頭,王柏融,祝,自己,生日"
714970,stock,[新聞] 環球晶將斥資50億美元在美國德州建造12吋,"環球晶,斥資,50,億美,元在,美國,德州,建造,12,吋"
563193,Military,[分享] 美宣佈新8億軍援含數十門榴彈砲及無人機,"美,宣佈,新,8,億,軍援,含,數十,榴彈砲,無,人機"
787515,stock,"[新聞] 福特汽車中國廠傳將裁員2,000人 因中國銷","福特,汽車,中國廠,傳將,裁員,2,000,人,中國"
279896,c_chat,[馬娘] 訓練員用淋浴間(附洗衣間)(安全嗎？),"訓練員,淋浴,附,洗衣,安全"
806100,Tech_Job,[新聞] vivo自研isp晶片竟是面板驅動晶片龍頭,"vivo,研,isp,晶片,竟是,面板,驅動,晶片,龍頭"
672240,stock,[新聞] 前美國貿易代表賴海哲傳透露 川普當選後,"前,美國,貿易,代表,賴海,哲傳,透露,川普,當選,後"
356814,c_chat,[閒聊] p的謊言 二周目 到歌劇院,"p,謊言,二周,目,到,歌劇院"
116970,Baseball,[分享] 軟銀二軍優勝  但有個畫面怪怪的...,"軟銀,二軍,優勝,有個,畫面,怪怪"
307869,c_chat,[絕區] 儀玄很熱,"儀玄,很,熱"
456005,hatepolitics,[黑特] 延會保護傘是要保護誰啊？,"延會,保護傘,是,要,保護,誰"
165840,Baseball,[分享] 火腿隊 新主場中文形象影片,"火腿隊,新,主場,中文,形象,影片"
475888,Lifeismoney,[情報] line禮物 麥當勞滿45省10元優惠券,"line,禮物,麥當勞,滿,45,省,10,元,優惠券"
3402,Baseball,[新聞] 林岱安、蘇智傑接連宣告fa!蘇泰安展現誠,"林岱,安,蘇智傑,接連,宣告,fa,蘇泰安,展現,誠"
757327,stock,[新聞] 鴻海：台灣要掌握量子科技 再創半導體奇,"鴻海,台灣,要,掌握,量子,科技,再,創,半導體,奇"
754793,stock,[標的] 每天開盤買台積電當沖勝率接近100%？,"每天,開盤,買,台積電,勝率,接近,100"
276293,c_chat,[活俠] 有人在等魏菊線的嗎,"有人,魏菊線"
525031,Lifeismoney,[情報] honeywell 空氣濾淨器買一送一,"honeywell,空氣,濾淨器,買一送一"
799140,Tech_Job,[新聞] 半導體大咖 喊人才短缺,"半導體,大咖,喊,人才,短缺"
187331,Boy-Girl,[討論] 可以接受戴前任戴過的安全帽嗎,"接受,戴,前任,戴,過,安全帽"
532478,Lifeismoney,[情報] momo 3c/家電折價券-會員獨享獎學金,"momo,3,c,家電,折價券,會員,獨享,獎學金"
111579,Baseball,[新聞] 過去38年只發生過1次　響尾蛇力拚絕境,"過去,38,年,只,發生,過,1,次,響尾蛇,力拚,絕境"
655817,stock,[情報] 0725 上市投信買賣超排行,"0725,上市,投信,買賣,超,排行"
313054,c_chat,[閒聊] 自組pc的難度大概在哪裡？,"自組,pc,難度,大概,哪裡"
670130,stock,[請益]  美金進場,"美金,進場"
532459,Lifeismoney,[情報] 聯合文學贈送[約他去看絕世雪景]40張影票,"聯合文學,贈送,40,張,影票"
638694,pc_shopping,[菜單] 50k a家香香機菜單,"50,k,a,家,香香,機,菜單"
208601,Boy-Girl,[討論] 男生還是女生要翻馬桶蓋,"男生,還是,女生,要,翻,馬桶蓋"
